features,threshold,n_splits,side_filter,best_params.lr,best_params.leaves,best_params.depth,best_params.min_child,best_params.feat_frac,best_params.bag_frac,best_params.l1,best_params.l2
"['EMA_gap', 'RSI14_slope5', 'RSI14_pct_rank', 'StochRSI_%K', 'StochRSI_%D', 'Stoch_K_minus_D', 'StochRSI_TrendSlope', 'σ20_z', 'bb_width', 'vol_ma20', 'vol_std20', 'vol_ma_past_chg', 'std20_126', 'ma20_252', 'std20_252', 'ATR14', 'ATR_slope', 'upper_wick3', 'lower_wick3', 'body3', 'past_ret', 'ret', 'beta60', 'r2_60', 'ADX14', 'dip_min_din', 'slope50', 'keltner_w', 'squeeze_on', 'trend_age_hist', 'run_ret_hist', 'dd_from_peak_hist', 'z_close_100', 'slope_ma_20', 'slope_ma_100', 'adx_down5', 'price_diff5_atr', 'vol_of_vol10', 'vol_ratio60', 'ma_cross_prox']",0.30845519293926205,5,1,0.09016500632688212,181,12,46,0.6179783160326475,0.8994055305079952,3.261764079742282,3.201301933403662
